X,Y,incident_id,agency,incident_address,zip_code,priority,callcode,calldescription,category,call_timestamp,precinct_sca,respondingunit,officerinitiated,intaketime,dispatchtime,traveltime,totalresponsetime,time_on_scene,totaltime,neighborhood,block_id,council_district,longitude,latitude,oid
-83.116227758,42.37938903,201626401376,DPD ,Collingwood St & Lawton St,48206,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:26:36+00,105A,DJR1467,Yes,0.0,0.0,0.0,0.0,372.2,372.2,Dexter-Linwood,261635314002008.0,5.0,-83.1162277575146,42.379389030254,455
-83.2461479679999,42.4243118270001,201626401393,DPD ,Braile St & Pickford St,48219,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 19:33:05+00,86B ,,No,2.3,370.4,0.5,376.0,6.3,382.3,Holcomb Community,261635411002008.0,1.0,-83.2461479677783,42.4243118266431,456
-83.215952925,42.4390824210001,201626401394,DPD ,Oakfield St & Fargo St,48235,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:33:09+00,0804,,Yes,0.0,0.0,0.0,0.0,185.4,185.4,Greenfield,261635401004008.0,2.0,-83.2159529253091,42.4390824208684,457
-83.1431143039999,42.356233397,201626401395,DPD ,Linsdale St & Prairie St,48204,3,873035,RUBBISH LITTERING I/P,LITTER  ,2016/09/20 19:33:08+00,0210,,No,0.5,"1,108.3",9.5,"1,118.5",7.3,"1,125.8",Midwest,261635346003006.0,6.0,-83.143114304329,42.3562333968707,458
-83.051203415,42.3325163170001,201626401396,DPD ,State St & Washington Blvd,48226,3,825030,DISTURBANCE,DISTURB ,2016/09/20 19:33:26+00,0311,,No,1.6,,,,,,Downtown,261635207002012.0,6.0,-83.0512034154508,42.3325163166049,459
-83.062092131,42.3575989390001,201626401397,DPD ,John R St & E Warren Ave,48201,2,842020,ONE DOWN OR OVER THE WHEEL,OD      ,2016/09/20 19:35:12+00,39A ,,No,3.6,100.9,10.7,115.3,13.1,128.3,Medical Center,261635175002000.0,6.0,-83.0620921314175,42.3575989394638,460
-83.051203415,42.3325163170001,201626401398,DPD ,State St & Washington Blvd,48226,3,825030,DISTURBANCE,DISTURB ,2016/09/20 19:35:17+00,0311,,No,1.8,11.2,18.7,32.0,3.0,35.0,Downtown,261635207002012.0,6.0,-83.0512034154508,42.3325163166049,461
-82.995633886,42.453910722,201626401400,DPD ,Prospect Ave & Waltham Rd,48089, ,825030,DISTURBANCE,DISTURB ,2016/09/20 19:34:02+00,    ,,No,1.4,,,,,,,260992683002000.0,,-82.9956338859202,42.4539107220885,462
-83.179133592,42.4020878740001,201626401401,DPD ,Fenkell St & Schaefer Hwy,48227,2,313010,DEAD PERSON OBSERVED,OOBVDEAD,2016/09/20 19:35:51+00,0201,,No,0.0,23.6,5.9,27.9,32.5,60.4,Bethune Community,261635370002017.0,2.0,-83.1791335923357,42.4020878739107,463
-83.19869943,42.401521658,201626401403,DPD ,Fenkell St & Greenfield Rd,48227,2,343020,FELONIOUS ASSAULT JH,FA JH   ,2016/09/20 19:36:14+00,814A,,No,2.7,261.6,1.7,266.0,49.1,315.0,Hubbell-Lyndon,261635377003003.0,1.0,-83.1986994295085,42.4015216579216,464
-83.0767848739999,42.3436513030001,201626401405,DPD ,Grand River Ave & Avery St,48208,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:35:34+00,38B ,16UN80,Yes,0.0,0.0,0.0,0.0,3.1,3.1,Core City,261635220001005.0,6.0,-83.0767848737506,42.3436513034413,465
-83.162193364,42.386009578,201626401407,DPD ,Griggs St & W Davison St,48238,3,825032,SQUATTER DISTURBANCE,SQDISTB ,2016/09/20 19:37:20+00,25A ,,No,1.4,861.5,5.9,868.8,28.6,897.3,Northwest Community,261635366002010.0,7.0,-83.1621933639964,42.3860095778004,466
-83.0622632129999,42.3537154910001,201626401409,DPD ,Woodward Ave & Garfield St,48201,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:37:35+00,39A ,CPG1326,Yes,0.0,0.0,0.0,0.0,8.5,8.5,Midtown,261635203001000.0,6.0,-83.0622632132158,42.3537154905073,467
-83.179035458,42.3998909040001,201626401411,DPD ,Chalfonte St & Schaefer Hwy,48227,3,386035,NARCOTICS I/P,NARCIP  ,2016/09/20 19:37:57+00,22A ,,No,3.3,"1,074.6",,,,"1,257.1",Bethune Community,261635371002000.0,2.0,-83.1790354579632,42.3998909039308,468
-83.187755356,42.3728411750001,201626401416,DPD ,Hubbell St & Plymouth Rd,48227,3,825030,DISTURBANCE,DISTURB ,2016/09/20 19:39:43+00,24B ,,No,1.1,"1,046.5",0.3,"1,048.0",16.7,"1,064.7",Plymouth-Hubbell,261635353001003.0,7.0,-83.1877553561994,42.3728411745979,469
-83.185693398,42.4055432390001,201626401422,DPD ,Freeland St & Midland St,48227,3,825032,SQUATTER DISTURBANCE,SQDISTB ,2016/09/20 19:43:13+00,0201,,No,,,,,,,Bethune Community,261635375001004.0,1.0,-83.1856933983687,42.4055432388299,470
-83.24982855,42.4293175820001,201626401423,DPD ,Trinity St & W 7 Mile Rd,48219,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:43:17+00,82C ,,Yes,0.0,0.0,0.0,0.0,9.9,9.9,Holcomb Community,261635411002004.0,1.0,-83.2498285499736,42.4293175818496,471
-83.0855189279999,42.3471725730001,201626401426,DPD ,14th St & Grand River Ave,48208,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:41:50+00,38A ,BAF921,Yes,0.0,0.0,0.0,0.0,13.0,13.0,Core City,261635220001011.0,6.0,-83.0855189280691,42.3471725730454,472
-83.220682408,42.433614688,201626401428,DPD ,Vassar Ave & Ashton Ave,48219,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 19:42:41+00,83B ,,No,4.5,549.0,0.0,563.3,10.2,573.5,O'Hair Park,261635407001014.0,1.0,-83.2206824079259,42.4336146883485,473
-83.134387088,42.316560859,201626401435,DPD ,Dix Ave & Dix St,48209,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 19:46:59+00,0407,,No,1.9,17.2,,,,60.7,Springwells,261635241003000.0,6.0,-83.1343870878875,42.3165608587817,474
-83.184962339,42.3872651400001,201626401440,DPD ,Grand River Ave & Freeland St,48227,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:48:52+00,24A ,DJR3659,Yes,0.0,0.0,0.0,0.0,179.6,179.6,Schoolcraft Southfield,261635373003001.0,1.0,-83.1849623389973,42.3872651395119,475
-83.058395521,42.4260049390001,201626401442,DPD ,E Nevada St & Justine St,48212,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 19:48:53+00,118A,AXV761,Yes,0.0,0.0,0.0,0.0,142.4,142.4,Krainz Woods,261635070002024.0,3.0,-83.0583955206891,42.4260049391358,476
-83.069741651,42.3613919570001,201626401444,DPD ,W Palmer St & Cass Ave,48202,3,843030,INVESTIGATE PERSON,INVPERS ,2016/09/20 19:48:04+00,36B ,,Yes,0.0,0.0,0.0,0.0,3.5,3.5,Wayne State,261635202002005.0,5.0,-83.0697416510237,42.3613919571437,477
-83.216146499,42.3652558520001,201626401447,DPD ,W Chicago St & Southfield Service Drive,48227,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 19:49:56+00,68B ,,No,1.9,62.9,3.2,71.4,10.4,81.8,Joy Community,261635453002002.0,7.0,-83.2161464987032,42.365255851836,478
-83.216912248,42.3578456640001,201626401448,DPD ,S M 39 Service Drive & Joy Rd,48124,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 19:50:53+00,67B ,,No,1.5,138.3,5.0,144.9,30.8,175.6,Warrendale,261635460001000.0,7.0,-83.216912248465,42.357845663688,479
-83.1176356459999,42.3701577630001,201626401450,DPD ,Dexter Ave & Joy Rd,48206,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 19:51:13+00,107A,,No,3.0,180.9,8.9,193.2,30.5,223.7,Jamison,261635332002000.0,5.0,-83.1176356456651,42.3701577626222,480
-83.083774392,42.315080483,201626401452,DPD ,W Fort St & W Grand Blvd,48216,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 19:50:55+00,0414,,No,1.9,,,,,,West Side Industrial,261635211001061.0,6.0,-83.0837743918174,42.3150804829956,481
-83.1176356459999,42.3701577630001,201626401465,DPD ,Dexter Ave & Joy Rd,48206,1,811010,AUTO X OR PED X - INJURIES,ACCINJ  ,2016/09/20 19:54:36+00,107A,,No,0.0,16.5,8.1,25.1,45.8,70.8,Jamison,261635332002000.0,5.0,-83.1176356456651,42.3701577626222,482
-83.1171837369999,42.3694907890001,201626401470,DPD ,Dexter Ave & Clairmount St,48206,2,811020,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2016/09/20 19:56:04+00,107A,,No,3.1,315.7,5.2,324.3,11.0,335.3,Jamison,261635332002001.0,5.0,-83.1171837367583,42.3694907888023,483
-83.1248335719999,42.370585002,201626401471,DPD ,Otsego St & Kay St,48204,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 19:56:05+00,104B,,No,1.3,236.0,6.7,244.2,32.2,276.4,Nardin Park,261635309002005.0,7.0,-83.124833572303,42.3705850017564,484
-83.115979548,42.338591003,201626401485,DPD ,Horatio St & 33rd St,48210,2,345020,PERSON WITH WEAPON,WEAPON  ,2016/09/20 20:01:02+00,403B, ,No,2.0,34.0,6.2,43.9,17.9,61.7,Chadsey Condon,261635254002004.0,6.0,-83.115979547853,42.3385910033543,485
-83.244046188,42.4243638300001,201626401494,DPD ,Pickford St & Fielding St,48219,3,825030,DISTURBANCE,DISTURB ,2016/09/20 20:02:39+00,86B ,,No,4.9,,,,,,Holcomb Community,261635411002009.0,1.0,-83.2440461876469,42.4243638295365,486
-83.199176982,42.4123515650001,201626401495,DPD ,Greenfield Rd & Verne St,48235,2,347020,ASSAULT AND BATTERY,AB IP/JH,2016/09/20 20:00:57+00,0201, ,No,2.1,77.7,7.9,87.8,84.7,172.4,Hubbell-Puritan,261635376003008.0,1.0,-83.1991769822428,42.4123515649362,487
-83.09074001,42.349280972,201626401499,DPD ,Grand River Ave & Stanton St,48208,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 20:03:16+00,304 ,AVJ389,Yes,0.0,0.0,0.0,0.0,59.8,59.8,Core City,261635220001016.0,6.0,-83.0907400096197,42.3492809723512,488
-82.9260888649999,42.4074469550001,201626401501,DPD ,E Warren Ave & Woodhall St,48224,2,805020,VERIFIED ALR / PERSON W/O CODE,VERALRM ,2016/09/20 20:04:07+00,0505,,No,2.2,629.0,8.0,639.7,17.7,657.4,Cornerstone Village,261635016001011.0,4.0,-82.9260888647417,42.4074469551175,489
-83.1131538659999,42.302559451,201626401502,DPD ,Green St & W Fort St,48209,2,803030,BURGLARY ALARM,BURGALR ,2016/09/20 20:05:48+00,0412,,No,1.6,21.5,12.9,36.9,8.3,45.1,Delray,261635250003028.0,6.0,-83.1131538656498,42.3025594507468,490
-83.0659949399999,42.3548248450001,201626401503,DPD ,W Hancock St & Cass Ave,48201,2,TS    ,TRAFFIC STOP,TRF STOP,2016/09/20 20:05:37+00,39A ,AJF305,Yes,0.0,0.0,0.0,0.0,8.0,8.0,Midtown,261635202001007.0,6.0,-83.0659949399545,42.354824844956,491
-83.071411428,42.354600283,201626401508,DPD ,Anthony Wayne Dr & W Warren Ave,48202,5,376050,INVESTIGATE AUTO,INVAUTO ,2016/09/20 20:05:17+00,36B ,,No,2.2,10.5,10.0,22.7,0.1,22.8,Wayne State,261635202002014.0,6.0,-83.0714114281717,42.3546002828208,492
-83.207461275,42.4339390580001,201626401509,DPD ,Vassar Ave & Saint Marys St,48235,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 20:07:04+00,0804,,No,1.9,740.7,12.4,755.2,41.4,796.6,Greenfield,261635402002004.0,2.0,-83.2074612753894,42.4339390583855,493
-83.172540612,42.3562786780001,201626401511,DPD ,Ward St & Mackenzie St,48228,2,843020,UNKNOWN PROBLEM,UNKPROB ,2016/09/20 20:08:08+00,28A ,,No,0.0,,,,,,Aviation Sub,261635356002003.0,7.0,-83.172540612417,42.3562786775687,494
-83.2731393139999,42.3859308130001,201626401515,DPD ,Riverview St & Schoolcraft St,48223,1,341010,SHOOTING/CUTTING/PENT WOUND,GSWCUT  ,2016/09/20 20:08:40+00,0601,,No,0.0,,,,,,Eliza Howell,261635441003005.0,1.0,-83.2731393139607,42.3859308133695,495
-83.188222079,42.353597914,201626401519,DPD ,Belton St & Marlowe St,48228,3,817036,MISCELLANEOUS TRAFFIC,MISCTRAF,2016/09/20 20:09:38+00,0207,,No,2.7,729.8,2.1,734.8,63.5,798.2,Fiskhorn,261635355003002.0,7.0,-83.1882220789586,42.3535979144552,496
-83.1755605559999,42.394904205,201626401523,DPD ,Littlefield St & Lyndon St,48227,3,825030,DISTURBANCE,DISTURB ,2016/09/20 20:10:44+00,0203,,No,0.7,,,,,,Bethune Community,261635371001005.0,2.0,-83.1755605560451,42.3949042045383,497
-83.1755605559999,42.394904205,201626401527,DPD ,Littlefield St & Lyndon St,48227,1,341010,SHOOTING/CUTTING/PENT WOUND,GSWCUT  ,2016/09/20 20:12:40+00,0203,,No,0.0,,,,,,Bethune Community,261635371001005.0,2.0,-83.1755605560451,42.3949042045383,498
-83.1755605559999,42.394904205,201626401529,DPD ,Littlefield St & Lyndon St,48227,4,352540,BURGLARY RESIDENCE REPORT,HI2RPT  ,2016/09/20 20:13:23+00,0203,,No,,,,,,,Bethune Community,261635371001005.0,2.0,-83.1755605560451,42.3949042045383,499
-83.079951207,42.3517083680001,201626401530,DPD ,W Warren Ave & Commonwealth St,48208,3,W4891 ,SPECIAL ATTENTION / DETAIL,SPECATTN,2016/09/20 20:13:33+00,38B ,,Yes,0.0,0.0,0.0,0.0,33.3,33.3,Woodbridge,261635219003022.0,6.0,-83.0799512074685,42.3517083680668,500
